,AU US Equity,AU US Equity,AU US Equity,AU US Equity,AU US Equity
1981-11-18,,11.4522,11.3103,,44164.0
1981-11-19,,11.4049,11.3576,,25762.0
1981-11-20,,11.4049,11.3103,,26452.0
1981-11-21,,11.4049,11.3103,,26452.0
1981-11-22,,11.4049,11.3103,,26452.0
1981-11-23,,11.0737,10.979,,25072.0
1981-11-24,,11.4286,11.4049,,27832.0
1981-11-25,,12.1621,12.0674,,34043.0
1981-11-26,,12.1621,12.0674,,34043.0
1981-11-27,,12.2094,12.1148,,48074.0
1981-11-28,,12.2094,12.1148,,48074.0
1981-11-29,,12.2094,12.1148,,48074.0
1981-11-30,,12.2094,12.0674,,33813.0
1981-12-01,,11.9491,11.9018,,23232.0
1981-12-02,,12.2094,12.1384,,28522.0
1981-12-03,,12.3041,12.2094,,33813.0
1981-12-04,,12.7773,12.73,,46924.0
1981-12-05,,12.7773,12.73,,46924.0
1981-12-06,,12.7773,12.73,,46924.0
1981-12-07,,12.8246,12.7773,,38873.0
1981-12-08,,12.7063,12.6826,,46464.0
1981-12-09,,12.8246,12.7773,,41864.0
1981-12-10,,12.7773,12.73,,28062.0
1981-12-11,,12.9193,12.8246,,14721.0
1981-12-12,,12.9193,12.8246,,14721.0
1981-12-13,,12.9193,12.8246,,14721.0
1981-12-14,,12.8719,12.8246,,24612.0
1981-12-15,,12.9193,12.8719,,14951.0
1981-12-16,,13.2032,13.1086,,31743.0
1981-12-17,,13.1086,13.0612,,5981.0
1981-12-18,,13.0139,12.8719,,28062.0
1981-12-19,,13.0139,12.8719,,28062.0
1981-12-20,,13.0139,12.8719,,28062.0
1981-12-21,,12.588,12.5407,,18172.0
1981-12-22,,12.7773,12.73,,30823.0
1981-12-23,,12.9193,12.8483,,18402.0
1981-12-24,,12.9666,12.8719,,6671.0
1981-12-25,,12.9666,12.8719,,6671.0
1981-12-26,,12.9666,12.8719,,6671.0
1981-12-27,,12.9666,12.8719,,6671.0
1981-12-28,,12.7773,12.6826,,13111.0
1981-12-29,,12.6117,12.5407,,66706.0
1981-12-30,,12.6826,12.6353,,25072.0
1981-12-31,,12.6826,12.588,,16561.0
1982-01-01,,12.6826,12.588,,16561.0
1982-01-02,,12.6826,12.588,,16561.0
1982-01-03,,12.6826,12.588,,16561.0
1982-01-04,,12.6826,12.588,,18402.0
1982-01-05,,12.4934,12.446,,11961.0
1982-01-06,,12.5407,12.4697,,21162.0
1982-01-07,,12.446,12.3514,,15411.0
1982-01-08,,12.3514,12.3041,,33813.0
1982-01-09,,12.3514,12.3041,,33813.0
1982-01-10,,12.3514,12.3041,,33813.0
1982-01-11,,11.8781,11.7835,,24612.0
1982-01-12,,11.7835,11.6889,,39563.0
1982-01-13,,11.0263,10.979,,44854.0
1982-01-14,,10.9317,10.8607,,54515.0
1982-01-15,,11.0263,10.9317,,32433.0
1982-01-16,,11.0263,10.9317,,32433.0
1982-01-17,,11.0263,10.9317,,32433.0
1982-01-18,,10.979,10.8844,,25992.0
1982-01-19,,10.9317,10.8844,,27142.0
1982-01-20,,10.979,10.8844,,9661.0
1982-01-21,,11.1683,11.121,,28522.0
1982-01-22,,11.4996,11.4049,,16331.0
1982-01-23,,11.4996,11.4049,,16331.0
1982-01-24,,11.4996,11.4049,,16331.0
1982-01-25,,11.4996,11.4049,,14951.0
1982-01-26,,11.5942,11.5232,,20012.0
1982-01-27,,12.0201,11.9018,,53135.0
1982-01-28,,12.0674,12.0201,,30593.0
1982-01-29,,12.1621,12.0674,,32203.0
1982-01-30,,12.1621,12.0674,,32203.0
1982-01-31,,12.1621,12.0674,,32203.0
1982-02-01,,11.9728,11.9255,,29443.0
1982-02-02,,12.0201,11.9255,,18632.0
1982-02-03,,12.0438,11.9728,,18632.0
1982-02-04,,12.3041,12.2567,,30363.0
1982-02-05,,11.3103,11.2629,,48764.0
1982-02-06,,11.3103,11.2629,,48764.0
1982-02-07,,11.3103,11.2629,,48764.0
1982-02-08,,11.2629,11.1683,,32893.0
1982-02-09,,11.3576,11.2629,,38873.0
1982-02-10,,11.4049,11.3576,,33813.0
1982-02-11,,11.1683,11.0737,,43474.0
1982-02-12,,11.0737,10.979,,8281.0
1982-02-13,,11.0737,10.979,,8281.0
1982-02-14,,11.0737,10.979,,8281.0
1982-02-15,,11.0737,10.979,,8281.0
1982-02-16,,10.8844,10.7897,,19782.0
1982-02-17,,10.837,10.7424,,18172.0
1982-02-18,,10.6951,10.5531,,17252.0
1982-02-19,,10.4111,10.3165,,23232.0
1982-02-20,,10.4111,10.3165,,23232.0
1982-02-21,,10.4111,10.3165,,23232.0
1982-02-22,,10.0799,10.0325,,29903.0
1982-02-23,,9.8432,9.7959,,33123.0
1982-02-24,,9.9852,9.9379,,67626.0
1982-02-25,,10.0325,9.9379,,57505.0
1982-02-26,,9.7486,9.7249,,60265.0
1982-02-27,,9.7486,9.7249,,60265.0
1982-02-28,,9.7486,9.7249,,60265.0
1982-03-01,,9.654,9.6066,,35193.0
1982-03-02,,9.37,9.3227,,20932.0
1982-03-03,,8.8495,8.7785,,73376.0
1982-03-04,,8.3289,8.2343,,169755.0
1982-03-05,,8.0213,7.9503,,138702.0
1982-03-06,,8.0213,7.9503,,138702.0
1982-03-07,,8.0213,7.9503,,138702.0
1982-03-08,,7.4298,7.3824,,67166.0
1982-03-09,,7.8083,7.761,,86488.0
1982-03-10,,7.8083,7.761,,79587.0
1982-03-11,,7.6191,7.5717,,33813.0
1982-03-12,,7.1222,7.0512,,80047.0
1982-03-13,,7.1222,7.0512,,80047.0
1982-03-14,,7.1222,7.0512,,80047.0
1982-03-15,,7.0512,7.0275,,173205.0
1982-03-16,,7.0512,6.9565,,76827.0
1982-03-17,,7.3824,7.3351,,77517.0
1982-03-18,,7.9503,7.903,,88788.0
1982-03-19,,7.903,7.7847,,60725.0
1982-03-20,,7.903,7.7847,,60725.0
1982-03-21,,7.903,7.7847,,60725.0
1982-03-22,,8.3762,8.2816,,83267.0
1982-03-23,,8.5655,8.4709,,59115.0
1982-03-24,,8.4472,8.3999,,71536.0
1982-03-25,,8.1396,8.1159,,38643.0
1982-03-26,,8.3289,8.2579,,29673.0
1982-03-27,,8.3289,8.2579,,29673.0
1982-03-28,,8.3289,8.2579,,29673.0
1982-03-29,,8.3052,8.2106,,33123.0
1982-03-30,,8.3762,8.3289,,27142.0
1982-03-31,,8.6128,8.5655,,30593.0
1982-04-01,,8.8968,8.8021,,55205.0
1982-04-02,,9.0387,8.9914,,17942.0
1982-04-03,,9.0387,8.9914,,17942.0
1982-04-04,,9.0387,8.9914,,17942.0
1982-04-05,,9.1807,9.1097,,50604.0
1982-04-06,,9.3227,9.2754,,42324.0
1982-04-07,,8.9441,8.8495,,35193.0
1982-04-08,,8.9204,8.8968,,21622.0
1982-04-09,,8.9204,8.8968,,21622.0
1982-04-10,,8.9204,8.8968,,21622.0
1982-04-11,,8.9204,8.8968,,21622.0
1982-04-12,,8.7785,8.7075,,17712.0
1982-04-13,,8.9441,8.8495,,17021.0
1982-04-14,,9.512,9.4647,,61875.0
1982-04-15,,9.3937,9.37,,38413.0
1982-04-16,,9.2517,9.228,,29443.0
1982-04-17,,9.2517,9.228,,29443.0
1982-04-18,,9.2517,9.228,,29443.0
1982-04-19,,8.9441,8.8968,,26682.0
1982-04-20,,9.0151,8.9678,,29443.0
1982-04-21,,8.9914,8.9441,,14031.0
1982-04-22,,8.8968,8.8495,,17942.0
1982-04-23,,9.3227,9.2517,,36573.0
1982-04-24,,9.3227,9.2517,,36573.0
1982-04-25,,9.3227,9.2517,,36573.0
1982-04-26,,9.2754,9.1807,,24152.0
1982-04-27,,9.0624,9.0387,,28983.0
1982-04-28,,8.8968,8.8495,,28292.0
1982-04-29,,8.8021,8.7548,,27832.0
1982-04-30,,8.6602,8.5655,,54745.0
1982-05-01,,8.6602,8.5655,,54745.0
1982-05-02,,8.6602,8.5655,,54745.0
1982-05-03,,8.6838,8.6365,,4830.0
1982-05-04,,8.6838,8.6128,,7361.0
1982-05-05,,8.6365,8.5655,,20932.0
1982-05-06,,8.5892,8.5655,,23462.0
1982-05-07,,8.6602,8.5892,,26222.0
1982-05-08,,8.6602,8.5892,,26222.0
1982-05-09,,8.6602,8.5892,,26222.0
1982-05-10,,8.4709,8.4235,,14261.0
1982-05-11,,8.6838,8.6128,,16791.0
1982-05-12,,8.8495,8.7785,,39793.0
1982-05-13,,9.0151,8.9441,,32893.0
1982-05-14,,9.228,9.1571,,23922.0
1982-05-15,,9.228,9.1571,,23922.0
1982-05-16,,9.228,9.1571,,23922.0
1982-05-17,,9.1097,9.0861,,35423.0
1982-05-18,,9.1571,9.1097,,14951.0
1982-05-19,,9.37,9.3227,,25992.0
1982-05-20,,9.4173,9.37,,34043.0
1982-05-21,,9.299,9.2044,,14491.0
1982-05-22,,9.299,9.2044,,14491.0
1982-05-23,,9.299,9.2044,,14491.0
1982-05-24,,8.8968,8.8258,,29443.0
1982-05-25,,8.9441,8.8968,,8741.0
1982-05-26,,8.9204,8.8495,,10121.0
1982-05-27,,8.9441,8.8731,,25072.0
1982-05-28,,8.8731,8.8495,,8051.0
1982-05-29,,8.8731,8.8495,,8051.0
1982-05-30,,8.8731,8.8495,,8051.0
1982-05-31,,8.8731,8.8495,,8051.0
1982-06-01,,8.4472,8.3762,,34043.0
1982-06-02,,8.5892,8.5419,,27142.0
1982-06-03,,8.4235,8.3526,,23692.0
1982-06-04,,8.4709,8.4235,,17252.0
1982-06-05,,8.4709,8.4235,,17252.0
1982-06-06,,8.4709,8.4235,,17252.0
1982-06-07,,8.8495,8.8021,,22542.0
1982-06-08,,8.7548,8.7075,,31743.0
1982-06-09,,8.5182,8.4472,,24152.0
1982-06-10,,8.5182,8.4945,,27142.0
1982-06-11,,8.4472,8.3762,,12881.0
1982-06-12,,8.4472,8.3762,,12881.0
1982-06-13,,8.4472,8.3762,,12881.0
1982-06-14,,8.2106,8.1633,,10581.0
1982-06-15,,8.2579,8.2106,,9891.0
1982-06-16,,8.2106,8.1869,,25072.0
1982-06-17,,7.7137,7.6664,,51294.0
1982-06-18,,7.6664,7.6191,,47844.0
1982-06-19,,7.6664,7.6191,,47844.0
1982-06-20,,7.6664,7.6191,,47844.0
1982-06-21,,7.0512,7.0038,,92468.0
1982-06-22,,7.1222,7.0512,,38183.0
1982-06-23,,7.3588,7.3351,,54285.0
1982-06-24,,7.2641,7.1931,,21162.0
1982-06-25,,7.5007,7.4298,,37263.0
1982-06-26,,7.5007,7.4298,,37263.0
1982-06-27,,7.5007,7.4298,,37263.0
1982-06-28,,7.4534,7.4298,,16101.0
1982-06-29,,7.5481,7.5007,,19552.0
1982-06-30,,7.6191,7.5717,,23462.0
1982-07-01,,7.4771,7.4298,,35653.0
1982-07-02,,7.5244,7.4771,,22772.0
1982-07-03,,7.5244,7.4771,,22772.0
1982-07-04,,7.5244,7.4771,,22772.0
1982-07-05,,7.5244,7.4771,,22772.0
1982-07-06,,7.4061,7.3588,,55665.0
1982-07-07,,7.4061,7.3588,,50144.0
1982-07-08,,7.761,7.7137,,87638.0
1982-07-09,,8.1159,8.0686,,48304.0
1982-07-10,,8.1159,8.0686,,48304.0
1982-07-11,,8.1159,8.0686,,48304.0
1982-07-12,,8.4709,8.4235,,59805.0
1982-07-13,,8.8731,8.8258,,58425.0
1982-07-14,,8.6838,8.6128,,46924.0
1982-07-15,,8.8021,8.7785,,32663.0
1982-07-16,,8.8258,8.8021,,110640.0
1982-07-17,,8.8258,8.8021,,110640.0
1982-07-18,,8.8258,8.8021,,110640.0
1982-07-19,,9.0624,9.0151,,43704.0
1982-07-20,,9.441,9.4173,,28983.0
1982-07-21,,9.4173,9.3937,,80737.0
1982-07-22,,9.5593,9.512,,92008.0
1982-07-23,,9.7959,9.7723,,68086.0
1982-07-24,,9.7959,9.7723,,68086.0
1982-07-25,,9.7959,9.7723,,68086.0
1982-07-26,,9.7249,9.6776,,28062.0
1982-07-27,,9.4173,9.37,,32893.0
1982-07-28,,9.1807,9.1571,,53595.0
1982-07-29,,9.2517,9.228,,46004.0
1982-07-30,,9.5593,9.512,,49684.0
1982-07-31,,9.5593,9.512,,49684.0
1982-08-01,,9.5593,9.512,,49684.0
1982-08-02,,10.0562,10.0089,,66016.0
1982-08-03,,9.8432,9.7959,,50834.0
1982-08-04,,9.9142,9.8906,,50374.0
1982-08-05,,9.7013,9.654,,35653.0
1982-08-06,,9.6066,9.583,,20012.0
1982-08-07,,9.6066,9.583,,20012.0
1982-08-08,,9.6066,9.583,,20012.0
1982-08-09,,8.9204,8.8495,,23002.0
1982-08-10,,9.1334,9.0861,,24842.0
1982-08-11,,9.1571,9.1334,,43934.0
1982-08-12,,9.4647,9.441,,25532.0
1982-08-13,,9.4647,9.441,,40484.0
1982-08-14,,9.4647,9.441,,40484.0
1982-08-15,,9.4647,9.441,,40484.0
1982-08-16,,9.8669,9.8196,,29903.0
1982-08-17,,10.1982,10.1508,,45774.0
1982-08-18,,10.3875,10.3401,,64636.0
1982-08-19,,10.6241,10.6004,,37263.0
1982-08-20,,11.1446,11.121,,74066.0
1982-08-21,,11.1446,11.121,,74066.0
1982-08-22,,11.1446,11.121,,74066.0
1982-08-23,,11.5942,11.5232,,100749.0
1982-08-24,,11.4049,11.3576,,64406.0
1982-08-25,,11.5469,11.4996,,65096.0
1982-08-26,,12.1384,12.0911,,64866.0
1982-08-27,,11.7598,11.6652,,57965.0
1982-08-28,,11.7598,11.6652,,57965.0
1982-08-29,,11.7598,11.6652,,57965.0
1982-08-30,,11.7835,11.6889,,41634.0
1982-08-31,,11.7835,11.7362,,48534.0
1982-09-01,,11.7598,11.6889,,54285.0
1982-09-02,,12.4697,12.3987,,140312.0
1982-09-03,,12.9666,12.9193,,107419.0
1982-09-04,,12.9666,12.9193,,107419.0
1982-09-05,,12.9666,12.9193,,107419.0
1982-09-06,,12.9666,12.9193,,107419.0
1982-09-07,,13.1322,13.0612,,127201.0
1982-09-08,,13.2742,13.2269,,81197.0
1982-09-09,,12.8719,12.8483,,79817.0
1982-09-10,,12.9429,12.8719,,67626.0
1982-09-11,,12.9429,12.8719,,67626.0
1982-09-12,,12.9429,12.8719,,67626.0
1982-09-13,,13.2742,13.2032,,51755.0
1982-09-14,,13.2269,13.1795,,45774.0
1982-09-15,,13.3215,13.2505,,26682.0
1982-09-16,,13.2978,13.2505,,19322.0
1982-09-17,,13.1559,13.0849,,23692.0
1982-09-18,,13.1559,13.0849,,23692.0
1982-09-19,,13.1559,13.0849,,23692.0
1982-09-20,,12.73,12.6826,,42554.0
1982-09-21,,13.0849,13.0139,,44624.0
1982-09-22,,13.4162,13.3925,,53825.0
1982-09-23,,13.4635,13.4398,,39563.0
1982-09-24,,13.4162,13.3688,,58655.0
1982-09-25,,13.4162,13.3688,,58655.0
1982-09-26,,13.4162,13.3688,,58655.0
1982-09-27,,13.3215,13.2978,,30133.0
1982-09-28,,13.5108,13.4635,,49224.0
1982-09-29,,13.2505,13.2269,,72456.0
1982-09-30,,13.2032,13.1559,,30363.0
1982-10-01,,13.7947,13.7238,,77747.0
1982-10-02,,13.7947,13.7238,,77747.0
1982-10-03,,13.7947,13.7238,,77747.0
1982-10-04,,13.3452,13.2978,,66936.0
1982-10-05,,13.4162,13.3688,,40024.0
1982-10-06,,13.8184,13.7947,,49224.0
1982-10-07,,14.5756,14.5283,,82347.0
1982-10-08,,14.6229,14.5756,,77287.0
1982-10-09,,14.6229,14.5756,,77287.0
1982-10-10,,14.6229,14.5756,,77287.0
1982-10-11,,14.9305,14.8595,,33583.0
1982-10-12,,14.7175,14.6702,,55205.0
1982-10-13,,14.8122,14.7649,,63256.0
1982-10-14,,15.0488,15.0015,,63026.0
1982-10-15,,14.9542,14.9068,,32663.0
1982-10-16,,14.9542,14.9068,,32663.0
1982-10-17,,14.9542,14.9068,,32663.0
1982-10-18,,14.9542,14.9068,,40714.0
1982-10-19,,15.0961,15.0488,,59575.0
1982-10-20,,15.2618,15.1908,,37263.0
1982-10-21,,15.1908,15.1671,,42324.0
1982-10-22,,15.1908,15.1198,,19552.0
1982-10-23,,15.1908,15.1198,,19552.0
1982-10-24,,15.1908,15.1198,,19552.0
1982-10-25,,14.5756,14.5283,,72686.0
1982-10-26,,14.7175,14.6939,,70846.0
1982-10-27,,14.7649,14.7175,,42324.0
1982-10-28,,14.5992,14.5283,,19322.0
1982-10-29,,14.5519,14.4573,,23692.0
1982-10-30,,14.5519,14.4573,,23692.0
1982-10-31,,14.5519,14.4573,,23692.0
1982-11-01,,14.9068,14.8595,,22772.0
1982-11-02,,15.2381,15.1908,,34043.0
1982-11-03,,15.2381,15.2144,,32663.0
1982-11-04,,15.1671,15.1435,,40714.0
1982-11-05,,14.8595,14.8122,,38413.0
1982-11-06,,14.8595,14.8122,,38413.0
1982-11-07,,14.8595,14.8122,,38413.0
1982-11-08,,14.2916,14.2443,,36573.0
1982-11-09,,14.4573,14.4336,,45084.0
1982-11-10,,14.126,14.0787,,53825.0
1982-11-11,,14.055,14.0077,,56585.0
1982-11-12,,13.7001,13.6528,,98679.0
1982-11-13,,13.7001,13.6528,,98679.0
1982-11-14,,13.7001,13.6528,,98679.0
1982-11-15,,13.6764,13.6291,,19552.0
1982-11-16,,14.055,14.0077,,83267.0
1982-11-17,,14.3863,14.339,,74297.0
1982-11-18,,14.2916,14.2443,,38183.0
1982-11-19,,14.5756,14.5283,,26222.0
1982-11-20,,14.5756,14.5283,,26222.0
1982-11-21,,14.5756,14.5283,,26222.0
1982-11-22,,14.5756,14.5046,,41404.0
1982-11-23,,14.5756,14.5283,,42094.0
1982-11-24,,15.1198,15.0725,,45314.0
1982-11-25,,15.1198,15.0725,,45314.0
1982-11-26,,16.1372,16.0663,,102129.0
1982-11-27,,16.1372,16.0663,,102129.0
1982-11-28,,16.1372,16.0663,,102129.0
1982-11-29,,16.4212,16.3975,,38873.0
1982-11-30,,17.131,17.06,,48304.0
1982-12-01,,16.8944,16.8471,,89478.0
1982-12-02,,17.2493,17.1784,,82577.0
1982-12-03,,17.1784,17.131,,36803.0
1982-12-04,,17.1784,17.131,,36803.0
1982-12-05,,17.1784,17.131,,36803.0
1982-12-06,,18.0538,18.0302,,51064.0
1982-12-07,,18.882,18.8347,,92008.0
1982-12-08,,18.1721,18.1248,,64406.0
1982-12-09,,18.4797,18.4324,,42784.0
1982-12-10,,18.3614,18.2905,,25532.0
1982-12-11,,18.3614,18.2905,,25532.0
1982-12-12,,18.3614,18.2905,,25532.0
1982-12-13,,18.882,18.8347,,32433.0
1982-12-14,,18.882,18.8347,,71766.0
1982-12-15,,18.9293,18.882,,34733.0
1982-12-16,,19.3079,19.2606,,32203.0
1982-12-17,,18.953,18.9057,,38643.0
1982-12-18,,18.953,18.9057,,38643.0
1982-12-19,,18.953,18.9057,,38643.0
1982-12-20,,18.5744,18.5271,,26912.0
1982-12-21,,18.9293,18.9057,,25992.0
1982-12-22,,19.2842,19.2133,,69926.0
1982-12-23,,19.8994,19.8521,,69466.0
1982-12-24,,19.8994,19.8521,,69466.0
1982-12-25,,19.8994,19.8521,,69466.0
1982-12-26,,19.8994,19.8521,,69466.0
1982-12-27,,20.7986,20.7039,,29213.0
1982-12-28,,21.1535,21.0589,,63486.0
1982-12-29,,21.7451,21.6977,,46004.0
1982-12-30,,21.1299,21.0589,,61875.0
1982-12-31,,21.3428,21.2482,,24382.0
1983-01-01,,21.3428,21.2482,,24382.0
1983-01-02,,21.3428,21.2482,,24382.0
1983-01-03,,21.3428,21.2482,,37723.0
1983-01-04,,21.3191,21.2482,,47154.0
1983-01-05,,21.7687,21.6741,,43704.0
1983-01-06,,21.5084,21.4138,,55205.0
1983-01-07,,21.9107,21.816,,53825.0
1983-01-08,,21.9107,21.816,,53825.0
1983-01-09,,21.9107,21.816,,53825.0
1983-01-10,,22.4786,22.4549,,45314.0
1983-01-11,,22.3366,22.2893,,68776.0
1983-01-12,,22.4549,22.3839,,74527.0
1983-01-13,,22.2656,22.1946,,94308.0
1983-01-14,,22.0527,22.0053,,71766.0
1983-01-15,,22.0527,22.0053,,71766.0
1983-01-16,,22.0527,22.0053,,71766.0
1983-01-17,,22.2419,22.171,,83957.0
1983-01-18,,22.0763,22.0527,,71996.0
1983-01-19,,21.958,21.887,,61185.0
1983-01-20,,21.887,21.8634,,53825.0
1983-01-21,,20.9879,20.9406,,53825.0
1983-01-22,,20.9879,20.9406,,53825.0
1983-01-23,,20.9879,20.9406,,53825.0
1983-01-24,,19.4262,19.4026,,99369.0
1983-01-25,,20.4673,20.3727,,123061.0
1983-01-26,,20.5383,20.4673,,41864.0
1983-01-27,,21.6031,21.5321,,81887.0
1983-01-28,,21.4375,21.3428,,38413.0
1983-01-29,,21.4375,21.3428,,38413.0
1983-01-30,,21.4375,21.3428,,38413.0
1983-01-31,,22.4786,22.3839,,211849.0
1983-02-01,,21.958,21.9343,,24842.0
1983-02-02,,22.1,22.0527,,50604.0
1983-02-03,,21.4375,21.3901,,41174.0
1983-02-04,,21.4848,21.4375,,43244.0
1983-02-05,,21.4848,21.4375,,43244.0
1983-02-06,,21.4848,21.4375,,43244.0
1983-02-07,,22.6205,22.5259,,69926.0
1983-02-08,,23.6143,23.567,,89018.0
1983-02-09,,22.9991,22.9281,,68546.0
1983-02-10,,23.6143,23.5197,,54055.0
1983-02-11,,23.9456,23.8746,,36113.0
1983-02-12,,23.9456,23.8746,,36113.0
1983-02-13,,23.9456,23.8746,,36113.0
1983-02-14,,23.0938,22.9755,,38413.0
1983-02-15,,23.6143,23.5197,,48534.0
1983-02-16,,23.6143,23.5433,,42784.0
1983-02-17,,23.0464,22.9991,,36113.0
1983-02-18,,23.638,23.567,,45544.0
1983-02-19,,23.638,23.567,,45544.0
1983-02-20,,23.638,23.567,,45544.0
1983-02-21,,23.638,23.567,,45544.0
1983-02-22,,22.1,22.0527,,89938.0
1983-02-23,,21.1062,21.0589,,93618.0
1983-02-24,,22.0527,22.0053,,92928.0
1983-02-25,,20.9169,20.8223,,72226.0
1983-02-26,,20.9169,20.8223,,72226.0
1983-02-27,,20.9169,20.8223,,72226.0
1983-02-28,,18.74,18.5981,,159634.0
1983-03-01,,19.6865,19.5445,,118460.0
1983-03-02,,20.6093,20.5383,,78897.0
1983-03-03,,19.9704,19.8758,,67856.0
1983-03-04,,19.2842,19.2133,,55205.0
1983-03-05,,19.2842,19.2133,,55205.0
1983-03-06,,19.2842,19.2133,,55205.0
1983-03-07,,19.6392,19.5445,,67166.0
1983-03-08,,19.0713,18.9766,,37953.0
1983-03-09,,19.4499,19.3552,,35653.0
1983-03-10,,20.0178,19.9704,,70156.0
1983-03-11,,19.3079,19.2133,,51525.0
1983-03-12,,19.3079,19.2133,,51525.0
1983-03-13,,19.3079,19.2133,,51525.0
1983-03-14,,19.4262,19.3079,,61415.0
1983-03-15,,18.5507,18.5034,,42324.0
1983-03-16,,18.3141,18.2195,,59345.0
1983-03-17,,17.7936,17.7462,,70846.0
1983-03-18,,17.6989,17.6043,,66016.0
1983-03-19,,17.6989,17.6043,,66016.0
1983-03-20,,17.6989,17.6043,,66016.0
1983-03-21,,18.0775,17.9829,,24842.0
1983-03-22,,18.4561,18.4088,,32433.0
1983-03-23,,18.3614,18.3141,,31053.0
1983-03-24,,18.0775,18.0302,,23692.0
1983-03-25,,18.0302,17.9355,,28753.0
1983-03-26,,18.0302,17.9355,,28753.0
1983-03-27,,18.0302,17.9355,,28753.0
1983-03-28,,17.8882,17.7936,,9201.0
1983-03-29,,18.1248,18.0065,,9201.0
1983-03-30,,18.7873,18.6927,,25762.0
1983-03-31,,19.6392,19.5918,,36803.0
1983-04-01,,19.6392,19.5918,,36803.0
1983-04-02,,19.6392,19.5918,,36803.0
1983-04-03,,19.6392,19.5918,,36803.0
1983-04-04,,20.1597,20.1124,,23692.0
1983-04-05,,20.8223,20.7276,,40714.0
1983-04-06,,21.0589,20.9169,,20472.0
1983-04-07,,20.7276,20.6566,,30823.0
1983-04-08,,20.6803,20.5383,,27602.0
1983-04-09,,20.6803,20.5383,,27602.0
1983-04-10,,20.6803,20.5383,,27602.0
1983-04-11,,21.5321,21.3901,,23922.0
1983-04-12,,21.8634,21.7687,,36803.0
1983-04-13,,21.5794,21.5321,,57965.0
1983-04-14,,21.816,21.7687,,44854.0
1983-04-15,,21.8634,21.7687,,7361.0
1983-04-16,,21.8634,21.7687,,7361.0
1983-04-17,,21.8634,21.7687,,7361.0
1983-04-18,,22.1473,22.1,,35883.0
1983-04-19,,21.4848,21.3428,,119840.0
1983-04-20,,21.4848,21.4375,,54515.0
1983-04-21,,21.5321,21.4375,,33583.0
1983-04-22,,21.8634,21.7687,,25762.0
1983-04-23,,21.8634,21.7687,,25762.0
1983-04-24,,21.8634,21.7687,,25762.0
1983-04-25,,22.0527,21.9107,,42554.0
1983-04-26,,22.1,22.029,,19322.0
1983-04-27,,21.5794,21.4848,,15641.0
1983-04-28,,21.1535,21.0589,,25072.0
1983-04-29,,21.3901,21.2482,,15181.0
1983-04-30,,21.3901,21.2482,,15181.0
1983-05-01,,21.3901,21.2482,,15181.0
1983-05-02,,21.5794,21.4848,,10581.0
1983-05-03,,22.1,22.0527,,19322.0
1983-05-04,,22.4312,22.2893,,28983.0
1983-05-05,,22.4312,22.3366,,21392.0
1983-05-06,,22.7625,22.7152,,11271.0
1983-05-07,,22.7625,22.7152,,11271.0
1983-05-08,,22.7625,22.7152,,11271.0
1983-05-09,,22.8572,22.7152,,25532.0
1983-05-10,,23.567,23.425,,54055.0
1983-05-11,,23.8036,23.6616,,26222.0
1983-05-12,,23.425,23.3304,,14721.0
1983-05-13,,23.638,23.567,,21392.0
1983-05-14,,23.638,23.567,,21392.0
1983-05-15,,23.638,23.567,,21392.0
1983-05-16,,23.6143,23.5197,,22312.0
1983-05-17,,23.9929,23.8983,,35883.0
1983-05-18,,23.8509,23.7563,,46234.0
1983-05-19,,23.5197,23.3777,,38873.0
1983-05-20,,23.2831,23.1884,,27142.0
1983-05-21,,23.2831,23.1884,,27142.0
1983-05-22,,23.2831,23.1884,,27142.0
1983-05-23,,23.425,23.3304,,28062.0
1983-05-24,,23.425,23.3304,,26912.0
1983-05-25,,23.6143,23.5197,,23002.0
1983-05-26,,23.1411,23.0701,,26912.0
1983-05-27,,22.9045,22.7625,,15411.0
1983-05-28,,22.9045,22.7625,,15411.0
1983-05-29,,22.9045,22.7625,,15411.0
1983-05-30,,22.9045,22.7625,,15411.0
1983-05-31,,22.0763,22.0053,,31743.0
1983-06-01,,21.958,21.8634,,53135.0
1983-06-02,,22.3839,22.2893,,50374.0
1983-06-03,,22.6679,22.5732,,26912.0
1983-06-04,,22.6679,22.5732,,26912.0
1983-06-05,,22.6679,22.5732,,26912.0
1983-06-06,,21.9107,21.816,,36573.0
1983-06-07,,21.8634,21.7687,,22772.0
1983-06-08,,22.0053,21.958,,15411.0
1983-06-09,,22.9045,22.8098,,30823.0
1983-06-10,,22.8098,22.6679,,25072.0
1983-06-11,,22.8098,22.6679,,25072.0
1983-06-12,,22.8098,22.6679,,25072.0
1983-06-13,,22.9045,22.7625,,19322.0
1983-06-14,,22.7152,22.6205,,32663.0
1983-06-15,,22.1,21.958,,30593.0
1983-06-16,,22.5259,22.4312,,23232.0
1983-06-17,,22.2893,22.1946,,48534.0
1983-06-18,,22.2893,22.1946,,48534.0
1983-06-19,,22.2893,22.1946,,48534.0
1983-06-20,,22.7152,22.5732,,36113.0
1983-06-21,,22.6679,22.6205,,19092.0
1983-06-22,,23.0464,22.9991,,31743.0
1983-06-23,,23.1884,23.0938,,21622.0
1983-06-24,,23.709,23.6143,,34273.0
1983-06-25,,23.709,23.6143,,34273.0
1983-06-26,,23.709,23.6143,,34273.0
1983-06-27,,23.3304,23.1884,,33123.0
