,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity,BPOP US Equity
1982-07-24,,,,,32000.0
1982-07-25,,,,,32000.0
1982-07-26,,,,,19200.0
1982-07-27,,,,,19200.0
1982-07-28,,,,,1600.0
1982-07-29,,,,,3200.0
1982-07-30,,,,,11840.0
1982-07-31,,,,,11840.0
1982-08-01,,,,,11840.0
1982-08-02,,,,,2560.0
1982-08-03,,,,,1280.0
1982-08-04,,,,,17600.0
1982-08-05,,,,,3840.0
1982-08-06,,,,,102.0
1982-08-07,,,,,102.0
1982-08-08,,,,,102.0
1982-08-09,,,,,1280.0
1982-08-10,,,,,6400.0
1982-08-11,,,,,6400.0
1982-08-12,,,,,1600.0
1982-08-13,,,,,960.0
1982-08-14,,,,,960.0
1982-08-15,,,,,960.0
1982-08-16,,,,,4160.0
1982-08-17,,,,,3200.0
1982-08-18,,,,,3520.0
1982-08-19,,,,,7360.0
1982-08-20,,,,,4480.0
1982-08-21,,,,,4480.0
1982-08-22,,,,,4480.0
1982-08-23,,,,,3840.0
1982-08-24,,,,,2240.0
1982-08-25,,,,,18240.0
1982-08-26,,,,,8960.0
1982-08-27,,,,,6720.0
1982-08-28,,,,,6720.0
1982-08-29,,,,,6720.0
1982-08-30,,,,,6400.0
1982-08-31,,,,,39360.0
1982-09-01,,,,,640.0
1982-09-02,,,,,640.0
1982-09-03,,,,,1920.0
1982-09-04,,,,,1920.0
1982-09-05,,,,,1920.0
1982-09-06,,,,,1920.0
1982-09-07,,,,,10.0
1982-09-08,,,,,22400.0
1982-09-09,,,,,22400.0
1982-09-10,,,,,320.0
1982-09-11,,,,,320.0
1982-09-12,,,,,320.0
1982-09-13,,,,,1280.0
1982-09-14,,,,,1280.0
1982-09-15,,,,,1280.0
1982-09-16,,,,,1280.0
1982-09-17,,,,,1280.0
1982-09-18,,,,,1280.0
1982-09-19,,,,,1280.0
1982-09-20,,,,,1280.0
1982-09-21,,,,,5120.0
1982-09-22,,,,,6720.0
1982-09-23,,,,,3200.0
1982-09-24,,,,,9600.0
1982-09-25,,,,,9600.0
1982-09-26,,,,,9600.0
1982-09-27,,,,,12480.0
1982-09-28,,,,,4800.0
1982-09-29,,,,,3200.0
1982-09-30,,,,,2880.0
1982-10-01,,,,,8000.0
1982-10-02,,,,,8000.0
1982-10-03,,,,,8000.0
1982-10-04,,,,,76800.0
1982-10-05,,,,,10880.0
1982-10-06,,,,,43520.0
1982-10-07,,,,,98240.0
1982-10-08,,,,,26880.0
1982-10-09,,,,,26880.0
1982-10-10,,,,,26880.0
1982-10-11,,,,,24640.0
1982-10-12,,,,,31040.0
1982-10-13,,,,,40320.0
1982-10-14,,,,,98560.0
1982-10-15,,,,,6400.0
1982-10-16,,,,,6400.0
1982-10-17,,,,,6400.0
1982-10-18,,,,,45120.0
1982-10-19,,,,,13760.0
1982-10-20,,,,,7040.0
1982-10-21,,,,,7040.0
1982-10-22,,,,,11520.0
1982-10-23,,,,,11520.0
1982-10-24,,,,,11520.0
1982-10-25,,,,,21120.0
1982-10-26,,,,,24320.0
1982-10-27,,,,,6720.0
1982-10-28,,,,,38400.0
1982-10-29,,,,,2240.0
1982-10-30,,,,,2240.0
1982-10-31,,,,,2240.0
1982-11-01,,,,,14720.0
1982-11-02,,,,,2240.0
1982-11-03,,,,,30720.0
1982-11-04,,,,,88320.0
1982-11-05,,,,,2880.0
1982-11-06,,,,,2880.0
1982-11-07,,,,,2880.0
1982-11-08,,,,,3200.0
1982-11-09,,,,,2560.0
1982-11-10,,,,,28160.0
1982-11-11,,,,,49280.0
1982-11-12,,,,,16640.0
1982-11-13,,,,,16640.0
1982-11-14,,,,,16640.0
1982-11-15,,,,,35200.0
1982-11-16,,,,,4800.0
1982-11-17,,,,,14720.0
1982-11-18,,,,,2560.0
1982-11-19,,,,,16960.0
1982-11-20,,,,,16960.0
1982-11-21,,,,,16960.0
1982-11-22,,,,,18880.0
1982-11-23,,,,,12160.0
1982-11-24,,,,,1920.0
1982-11-25,,,,,1920.0
1982-11-26,,,,,960.0
1982-11-27,,,,,960.0
1982-11-28,,,,,960.0
1982-11-29,,,,,7360.0
1982-11-30,,,,,41600.0
1982-12-01,,,,,2560.0
1982-12-02,,,,,13440.0
1982-12-03,,,,,29120.0
1982-12-04,,,,,29120.0
1982-12-05,,,,,29120.0
1982-12-06,,,,,8000.0
1982-12-07,,,,,8320.0
1982-12-08,,,,,32960.0
1982-12-09,,,,,1600.0
1982-12-10,,,,,960.0
1982-12-11,,,,,960.0
1982-12-12,,,,,960.0
1982-12-13,,,,,12800.0
1982-12-14,,,,,10240.0
1982-12-15,,,,,5120.0
1982-12-16,,,,,8000.0
1982-12-17,,,,,15360.0
1982-12-18,,,,,15360.0
1982-12-19,,,,,15360.0
1982-12-20,,,,,1280.0
1982-12-21,,,,,38720.0
1982-12-22,,,,,13120.0
1982-12-23,,,,,8960.0
1982-12-24,,,,,8960.0
1982-12-25,,,,,8960.0
1982-12-26,,,,,8960.0
1982-12-27,,,,,8320.0
1982-12-28,,,,,9600.0
1982-12-29,,,,,6400.0
1982-12-30,,,,,960.0
1982-12-31,,,,,1280.0
1983-01-01,,,,,1280.0
1983-01-02,,,,,1280.0
1983-01-03,,,,,5440.0
1983-01-04,,,,,2880.0
1983-01-05,,,,,2560.0
1983-01-06,,,,,3520.0
1983-01-07,,,,,17280.0
1983-01-08,,,,,17280.0
1983-01-09,,,,,17280.0
1983-01-10,,,,,1920.0
1983-01-11,,,,,5440.0
1983-01-12,,,,,6080.0
1983-01-13,,,,,4160.0
1983-01-14,,,,,12160.0
1983-01-15,,,,,12160.0
1983-01-16,,,,,12160.0
1983-01-17,,,,,3520.0
1983-01-18,,,,,12800.0
1983-01-19,,,,,11520.0
1983-01-20,,,,,2560.0
1983-01-21,,,,,7040.0
1983-01-22,,,,,7040.0
1983-01-23,,,,,7040.0
1983-01-24,,,,,28480.0
1983-01-25,,,,,6400.0
1983-01-26,,,,,3840.0
1983-01-27,,,,,16000.0
1983-01-28,,,,,5760.0
1983-01-29,,,,,5760.0
1983-01-30,,,,,5760.0
1983-01-31,,,,,20800.0
1983-02-01,,,,,2560.0
1983-02-02,,,,,2560.0
1983-02-03,,,,,3200.0
1983-02-04,,,,,1920.0
1983-02-05,,,,,1920.0
1983-02-06,,,,,1920.0
1983-02-07,,,,,1920.0
1983-02-08,,,,,32.0
1983-02-09,,,,,3200.0
1983-02-10,,,,,1280.0
1983-02-11,,,,,1280.0
1983-02-12,,,,,1280.0
1983-02-13,,,,,1280.0
1983-02-14,,,,,144.0
1983-02-15,,,,,8960.0
1983-02-16,,,,,12160.0
1983-02-17,,,,,16000.0
1983-02-18,,,,,960.0
1983-02-19,,,,,960.0
1983-02-20,,,,,960.0
1983-02-21,,,,,960.0
1983-02-22,,,,,4800.0
1983-02-23,,,,,11840.0
1983-02-24,,,,,8960.0
1983-02-25,,,,,45760.0
1983-02-26,,,,,45760.0
1983-02-27,,,,,45760.0
1983-02-28,,,,,1600.0
1983-03-01,,,,,3520.0
1983-03-02,,,,,3840.0
1983-03-03,,,,,10880.0
1983-03-04,,,,,41280.0
1983-03-05,,,,,41280.0
1983-03-06,,,,,41280.0
1983-03-07,,,,,42560.0
1983-03-08,,,,,78720.0
1983-03-09,,,,,13440.0
1983-03-10,,,,,5440.0
1983-03-11,,,,,31680.0
1983-03-12,,,,,31680.0
1983-03-13,,,,,31680.0
1983-03-14,,,,,58240.0
1983-03-15,,,,,57280.0
1983-03-16,,,,,40960.0
1983-03-17,,,,,29120.0
1983-03-18,,,,,20480.0
1983-03-19,,,,,20480.0
1983-03-20,,,,,20480.0
1983-03-21,,,,,4160.0
1983-03-22,,,,,5760.0
1983-03-23,,,,,11520.0
1983-03-24,,,,,22080.0
1983-03-25,,,,,6080.0
1983-03-26,,,,,6080.0
1983-03-27,,,,,6080.0
1983-03-28,,,,,10240.0
1983-03-29,,,,,5120.0
1983-03-30,,,,,19520.0
1983-03-31,,,,,4480.0
1983-04-01,,,,,4480.0
1983-04-02,,,,,4480.0
1983-04-03,,,,,4480.0
1983-04-04,,,,,640.0
1983-04-05,,,,,1600.0
1983-04-06,,,,,1920.0
1983-04-07,,,,,15360.0
1983-04-08,,,,,7040.0
1983-04-09,,,,,7040.0
1983-04-10,,,,,7040.0
1983-04-11,,,,,128.0
1983-04-12,,,,,8320.0
1983-04-13,,,,,160.0
1983-04-14,,,,,1600.0
1983-04-15,,,,,3840.0
1983-04-16,,,,,3840.0
1983-04-17,,,,,3840.0
1983-04-18,,,,,12480.0
1983-04-19,,,,,8000.0
1983-04-20,,,,,8000.0
1983-04-21,,,,,68480.0
1983-04-22,,,,,640.0
1983-04-23,,,,,640.0
1983-04-24,,,,,640.0
1983-04-25,,,,,640.0
1983-04-26,,,,,14400.0
1983-04-27,,,,,1280.0
1983-04-28,,,,,1600.0
1983-04-29,,,,,3520.0
1983-04-30,,,,,3520.0
1983-05-01,,,,,3520.0
1983-05-02,,,,,2880.0
1983-05-03,,,,,320.0
1983-05-04,,,,,3840.0
1983-05-05,,,,,14400.0
1983-05-06,,,,,17600.0
1983-05-07,,,,,17600.0
1983-05-08,,,,,17600.0
1983-05-09,,,,,2240.0
1983-05-10,,,,,2880.0
1983-05-11,,,,,5760.0
1983-05-12,,,,,5760.0
1983-05-13,,,,,33280.0
1983-05-14,,,,,33280.0
1983-05-15,,,,,33280.0
1983-05-16,,,,,1920.0
1983-05-17,,,,,4160.0
1983-05-18,,,,,3200.0
1983-05-19,,,,,3520.0
1983-05-20,,,,,2240.0
1983-05-21,,,,,2240.0
1983-05-22,,,,,2240.0
1983-05-23,,,,,2560.0
1983-05-24,,,,,7040.0
1983-05-25,,,,,5440.0
1983-05-26,,,,,5440.0
1983-05-27,,,,,4480.0
1983-05-28,,,,,4480.0
1983-05-29,,,,,4480.0
1983-05-30,,,,,4480.0
1983-05-31,,,,,5440.0
1983-06-01,,,,,5760.0
1983-06-02,,,,,6.0
1983-06-03,,,,,5120.0
1983-06-04,,,,,5120.0
1983-06-05,,,,,5120.0
1983-06-06,,,,,16320.0
1983-06-07,,,,,144.0
1983-06-08,,,,,9600.0
1983-06-09,,,,,16320.0
1983-06-10,,,,,320.0
1983-06-11,,,,,320.0
1983-06-12,,,,,320.0
1983-06-13,,,,,1920.0
1983-06-14,,,,,960.0
1983-06-15,,,,,640.0
1983-06-16,,,,,2880.0
1983-06-17,,,,,3200.0
1983-06-18,,,,,3200.0
1983-06-19,,,,,3200.0
1983-06-20,,,,,960.0
1983-06-21,,,,,960.0
1983-06-22,,,,,16640.0
1983-06-23,,,,,2880.0
1983-06-24,,,,,960.0
1983-06-25,,,,,960.0
1983-06-26,,,,,960.0
1983-06-27,,,,,3200.0
1983-06-28,,,,,40960.0
1983-06-29,,,,,640.0
1983-06-30,,,,,3520.0
1983-07-01,,,,,9280.0
1983-07-02,,,,,9280.0
1983-07-03,,,,,9280.0
1983-07-04,,,,,9280.0
1983-07-05,,,,,9280.0
1983-07-06,,,,,1600.0
1983-07-07,,,,,1280.0
1983-07-08,,,,,4800.0
1983-07-09,,,,,4800.0
1983-07-10,,,,,4800.0
1983-07-11,,,,,4800.0
1983-07-12,,,,,9600.0
1983-07-13,,,,,11200.0
1983-07-14,,,,,6400.0
1983-07-15,,,,,1280.0
1983-07-16,,,,,1280.0
1983-07-17,,,,,1280.0
1983-07-18,,,,,3520.0
1983-07-19,,,,,11200.0
1983-07-20,,,,,2560.0
1983-07-21,,,,,2560.0
1983-07-22,,,,,4160.0
1983-07-23,,,,,4160.0
1983-07-24,,,,,4160.0
1983-07-25,,,,,10560.0
1983-07-26,,,,,3200.0
1983-07-27,,,,,1600.0
1983-07-28,,,,,1280.0
1983-07-29,,,,,1600.0
1983-07-30,,,,,1600.0
1983-07-31,,,,,1600.0
1983-08-01,,,,,1920.0
1983-08-02,,,,,2880.0
1983-08-03,,,,,3200.0
1983-08-04,,,,,3520.0
1983-08-05,,,,,640.0
1983-08-06,,,,,640.0
1983-08-07,,,,,640.0
1983-08-08,,,,,11840.0
1983-08-09,,,,,1280.0
1983-08-10,,,,,960.0
1983-08-11,,,,,12800.0
1983-08-12,,,,,320.0
1983-08-13,,,,,320.0
1983-08-14,,,,,320.0
1983-08-15,,,,,1600.0
1983-08-16,,,,,32000.0
1983-08-17,,,,,24000.0
1983-08-18,,,,,5760.0
1983-08-19,,,,,9920.0
1983-08-20,,,,,9920.0
1983-08-21,,,,,9920.0
1983-08-22,,,,,13120.0
1983-08-23,,,,,80.0
1983-08-24,,,,,6720.0
1983-08-25,,,,,640.0
1983-08-26,,,,,640.0
1983-08-27,,,,,640.0
1983-08-28,,,,,640.0
1983-08-29,,,,,640.0
1983-08-30,,,,,74.0
1983-08-31,,,,,3200.0
1983-09-01,,,,,5120.0
1983-09-02,,,,,3200.0
1983-09-03,,,,,3200.0
1983-09-04,,,,,3200.0
1983-09-05,,,,,3200.0
1983-09-06,,,,,1280.0
1983-09-07,,,,,1280.0
1983-09-08,,,,,1920.0
1983-09-09,,,,,6400.0
1983-09-10,,,,,6400.0
1983-09-11,,,,,6400.0
1983-09-12,,,,,6400.0
1983-09-13,,,,,3200.0
1983-09-14,,,,,4480.0
1983-09-15,,,,,4480.0
1983-09-16,,,,,320.0
1983-09-17,,,,,320.0
1983-09-18,,,,,320.0
1983-09-19,,,,,2880.0
1983-09-20,,,,,640.0
1983-09-21,,,,,16960.0
1983-09-22,,,,,7040.0
1983-09-23,,,,,7040.0
1983-09-24,,,,,7040.0
1983-09-25,,,,,7040.0
1983-09-26,,,,,13440.0
1983-09-27,,,,,1280.0
1983-09-28,,,,,1280.0
1983-09-29,,,,,1280.0
1983-09-30,,,,,1280.0
1983-10-01,,,,,1280.0
1983-10-02,,,,,1280.0
1983-10-03,,,,,960.0
1983-10-04,,,,,108160.0
1983-10-05,,,,,7360.0
1983-10-06,,,,,33600.0
1983-10-07,,,,,960.0
1983-10-08,,,,,960.0
1983-10-09,,,,,960.0
1983-10-10,,,,,320.0
1983-10-11,,,,,16000.0
1983-10-12,,,,,960.0
1983-10-13,,,,,4160.0
1983-10-14,,,,,1280.0
1983-10-15,,,,,1280.0
1983-10-16,,,,,1280.0
1983-10-17,,,,,2560.0
1983-10-18,,,,,7040.0
1983-10-19,,,,,77.0
1983-10-20,,,,,640.0
1983-10-21,,,,,3200.0
1983-10-22,,,,,3200.0
1983-10-23,,,,,3200.0
1983-10-24,,,,,1600.0
1983-10-25,,,,,640.0
1983-10-26,,,,,15360.0
1983-10-27,,,,,1600.0
1983-10-28,,,,,9600.0
1983-10-29,,,,,9600.0
1983-10-30,,,,,9600.0
1983-10-31,,,,,1600.0
1983-11-01,,,,,4800.0
1983-11-02,,,,,6080.0
1983-11-03,,,,,6080.0
1983-11-04,,,,,6080.0
1983-11-05,,,,,6080.0
1983-11-06,,,,,6080.0
1983-11-07,,,,,960.0
1983-11-08,,,,,24640.0
1983-11-09,,,,,24640.0
1983-11-10,,,,,4480.0
1983-11-11,,,,,1600.0
1983-11-12,,,,,1600.0
1983-11-13,,,,,1600.0
1983-11-14,,,,,640.0
1983-11-15,,,,,1280.0
1983-11-16,,,,,960.0
1983-11-17,,,,,3200.0
1983-11-18,,,,,640.0
1983-11-19,,,,,640.0
1983-11-20,,,,,640.0
1983-11-21,,,,,3200.0
1983-11-22,,,,,640.0
1983-11-23,,,,,14080.0
1983-11-24,,,,,14080.0
1983-11-25,,,,,14080.0
1983-11-26,,,,,14080.0
1983-11-27,,,,,14080.0
1983-11-28,,,,,23040.0
1983-11-29,,,,,23040.0
1983-11-30,,,,,23040.0
1983-12-01,,,,,166.0
1983-12-02,,,,,166.0
1983-12-03,,,,,166.0
1983-12-04,,,,,166.0
1983-12-05,,,,,10240.0
1983-12-06,,,,,10240.0
1983-12-07,,,,,10240.0
1983-12-08,,,,,3520.0
1983-12-09,,,,,12800.0
1983-12-10,,,,,12800.0
1983-12-11,,,,,12800.0
1983-12-12,,,,,3.0
1983-12-13,,,,,7360.0
1983-12-14,,,,,8320.0
1983-12-15,,,,,12800.0
1983-12-16,,,,,8320.0
1983-12-17,,,,,8320.0
1983-12-18,,,,,8320.0
1983-12-19,,,,,8320.0
1983-12-20,,,,,8320.0
1983-12-21,,,,,960.0
1983-12-22,,,,,1600.0
1983-12-23,,,,,1600.0
1983-12-24,,,,,1600.0
1983-12-25,,,,,1600.0
1983-12-26,,,,,1600.0
1983-12-27,,,,,960.0
1983-12-28,,,,,320.0
1983-12-29,,,,,320.0
1983-12-30,,,,,140800.0
1983-12-31,,,,,140800.0
1984-01-01,,,,,140800.0
1984-01-02,,,,,140800.0
1984-01-03,,,,,142080.0
1984-01-04,,,,,640.0
1984-01-05,,,,,32.0
1984-01-06,,,,,32.0
1984-01-07,,,,,32.0
1984-01-08,,,,,32.0
1984-01-09,,,,,640.0
1984-01-10,,,,,640.0
1984-01-11,,,,,640.0
1984-01-12,,,,,16.0
1984-01-13,,,,,3200.0
1984-01-14,,,,,3200.0
1984-01-15,,,,,3200.0
1984-01-16,,,,,6400.0
1984-01-17,,,,,960.0
1984-01-18,,,,,3840.0
1984-01-19,,,,,320.0
1984-01-20,,,,,5440.0
1984-01-21,,,,,5440.0
1984-01-22,,,,,5440.0
1984-01-23,,,,,3520.0
1984-01-24,,,,,5120.0
1984-01-25,,,,,1920.0
1984-01-26,,,,,1600.0
1984-01-27,,,,,1600.0
1984-01-28,,,,,1600.0
1984-01-29,,,,,1600.0
1984-01-30,,,,,7680.0
1984-01-31,,,,,3200.0
1984-02-01,,,,,3200.0
1984-02-02,,,,,30400.0
1984-02-03,,,,,30400.0
1984-02-04,,,,,30400.0
1984-02-05,,,,,30400.0
1984-02-06,,,,,320.0
1984-02-07,,,,,960.0
1984-02-08,,,,,4160.0
1984-02-09,,,,,5760.0
1984-02-10,,,,,8640.0
1984-02-11,,,,,8640.0
1984-02-12,,,,,8640.0
1984-02-13,,,,,9280.0
1984-02-14,,,,,3200.0
1984-02-15,,,,,3840.0
1984-02-16,,,,,3840.0
1984-02-17,,,,,320.0
1984-02-18,,,,,320.0
1984-02-19,,,,,320.0
1984-02-20,,,,,320.0
1984-02-21,,,,,640.0
1984-02-22,,,,,10.0
1984-02-23,,,,,6720.0
1984-02-24,,,,,3200.0
1984-02-25,,,,,3200.0
1984-02-26,,,,,3200.0
1984-02-27,,,,,320.0
1984-02-28,,,,,4800.0
1984-02-29,,,,,160.0
1984-03-01,,,,,1920.0
1984-03-02,,,,,14080.0
1984-03-03,,,,,14080.0
1984-03-04,,,,,14080.0
1984-03-05,,,,,9920.0
1984-03-06,,,,,10560.0
1984-03-07,,,,,10560.0
1984-03-08,,,,,5120.0
1984-03-09,,,,,2240.0
1984-03-10,,,,,2240.0
1984-03-11,,,,,2240.0
1984-03-12,,,,,2240.0
1984-03-13,,,,,640.0
1984-03-14,,,,,1280.0
1984-03-15,,,,,960.0
1984-03-16,,,,,960.0
1984-03-17,,,,,960.0
1984-03-18,,,,,960.0
1984-03-19,,,,,3.0
1984-03-20,,,,,2560.0
1984-03-21,,,,,6720.0
1984-03-22,,,,,960.0
1984-03-23,,,,,960.0
1984-03-24,,,,,960.0
1984-03-25,,,,,960.0
1984-03-26,,,,,960.0
1984-03-27,,,,,1600.0
1984-03-28,,,,,1280.0
1984-03-29,,,,,12480.0
1984-03-30,,,,,12480.0
1984-03-31,,,,,12480.0
1984-04-01,,,,,12480.0
1984-04-02,,,,,1600.0
1984-04-03,,,,,320.0
1984-04-04,,,,,256.0
1984-04-05,,,,,9600.0
1984-04-06,,,,,960.0
1984-04-07,,,,,960.0
1984-04-08,,,,,960.0
1984-04-09,,,,,1600.0
1984-04-10,,,,,39040.0
1984-04-11,,,,,6720.0
1984-04-12,,,,,6720.0
1984-04-13,,,,,4480.0
1984-04-14,,,,,4480.0
1984-04-15,,,,,4480.0
1984-04-16,,,,,960.0
1984-04-17,,,,,960.0
1984-04-18,,,,,960.0
1984-04-19,,,,,54720.0
1984-04-20,,,,,54720.0
1984-04-21,,,,,54720.0
1984-04-22,,,,,54720.0
1984-04-23,,,,,1280.0
1984-04-24,,,,,960.0
1984-04-25,,,,,3200.0
1984-04-26,,,,,320.0
1984-04-27,,,,,8000.0
1984-04-28,,,,,8000.0
1984-04-29,,,,,8000.0
1984-04-30,,,,,8000.0
1984-05-01,,,,,1920.0
1984-05-02,,,,,1920.0
1984-05-03,,,,,32.0
1984-05-04,,,,,1600.0
1984-05-05,,,,,1600.0
1984-05-06,,,,,1600.0
1984-05-07,,,,,5440.0
1984-05-08,,,,,4480.0
1984-05-09,,,,,3200.0
1984-05-10,,,,,6080.0
1984-05-11,,,,,6080.0
1984-05-12,,,,,6080.0
1984-05-13,,,,,6080.0
1984-05-14,,,,,1600.0
1984-05-15,,,,,1600.0
1984-05-16,,,,,9600.0
1984-05-17,,,,,960.0
1984-05-18,,,,,18560.0
1984-05-19,,,,,18560.0
1984-05-20,,,,,18560.0
1984-05-21,,,,,3200.0
1984-05-22,,,,,3200.0
1984-05-23,,,,,6720.0
1984-05-24,,,,,7040.0
1984-05-25,,,,,64.0
1984-05-26,,,,,64.0
1984-05-27,,,,,64.0
1984-05-28,,,,,64.0
1984-05-29,,,,,3840.0
1984-05-30,,,,,3840.0
1984-05-31,,,,,1920.0
1984-06-01,,,,,320.0
1984-06-02,,,,,320.0
1984-06-03,,,,,320.0
1984-06-04,,,,,3840.0
1984-06-05,,,,,3520.0
1984-06-06,,,,,32.0
1984-06-07,,,,,32.0
1984-06-08,,,,,32.0
1984-06-09,,,,,32.0
1984-06-10,,,,,32.0
1984-06-11,,,,,15680.0
1984-06-12,,,,,15680.0
1984-06-13,,,,,640.0
1984-06-14,,,,,640.0
1984-06-15,,,,,3840.0
1984-06-16,,,,,3840.0
1984-06-17,,,,,3840.0
1984-06-18,,,,,3840.0
1984-06-19,,,,,320.0
1984-06-20,,,,,2880.0
1984-06-21,,,,,2880.0
1984-06-22,,,,,2880.0
1984-06-23,,,,,2880.0
1984-06-24,,,,,2880.0
1984-06-25,,,,,2880.0
1984-06-26,,,,,2880.0
1984-06-27,,,,,192.0
1984-06-28,,,,,1280.0
1984-06-29,,,,,20160.0
1984-06-30,,,,,20160.0
1984-07-01,,,,,20160.0
1984-07-02,,,,,4160.0
1984-07-03,,,,,4480.0
1984-07-04,,,,,4480.0
1984-07-05,,,,,6720.0
1984-07-06,,,,,960.0
1984-07-07,,,,,960.0
1984-07-08,,,,,960.0
1984-07-09,,,,,6720.0
1984-07-10,,,,,6720.0
1984-07-11,,,,,640.0
1984-07-12,,,,,11200.0
1984-07-13,,,,,3200.0
1984-07-14,,,,,3200.0
1984-07-15,,,,,3200.0
1984-07-16,,,,,3.0
1984-07-17,,,,,230.0
1984-07-18,,,,,230.0
1984-07-19,,,,,320.0
1984-07-20,,,,,6400.0
1984-07-21,,,,,6400.0
1984-07-22,,,,,6400.0
1984-07-23,,,,,16000.0
1984-07-24,,,,,3200.0
1984-07-25,,,,,3200.0
1984-07-26,,,,,3200.0
1984-07-27,,,,,3200.0
1984-07-28,,,,,3200.0
1984-07-29,,,,,3200.0
1984-07-30,,,,,3200.0
1984-07-31,,,,,1600.0
1984-08-01,,,,,960.0
1984-08-02,,,,,240.0
1984-08-03,,,,,1920.0
1984-08-04,,,,,1920.0
1984-08-05,,,,,1920.0
1984-08-06,,,,,4800.0
1984-08-07,,,,,3200.0
1984-08-08,,,,,3520.0
1984-08-09,,,,,640.0
1984-08-10,,,,,10560.0
1984-08-11,,,,,10560.0
1984-08-12,,,,,10560.0
1984-08-13,,,,,6400.0
1984-08-14,,,,,2240.0
1984-08-15,,,,,26.0
1984-08-16,,,,,1600.0
1984-08-17,,,,,1600.0
1984-08-18,,,,,1600.0
1984-08-19,,,,,1600.0
1984-08-20,,,,,96.0
1984-08-21,,,,,4160.0
1984-08-22,,,,,3200.0
1984-08-23,,,,,13440.0
1984-08-24,,,,,13440.0
1984-08-25,,,,,13440.0
1984-08-26,,,,,13440.0
1984-08-27,,,,,1600.0
1984-08-28,,,,,5120.0
1984-08-29,,,,,5120.0
1984-08-30,,,,,7680.0
1984-08-31,,,,,7680.0
1984-09-01,,,,,7680.0
1984-09-02,,,,,7680.0
1984-09-03,,,,,7680.0
1984-09-04,,,,,960.0
1984-09-05,,,,,8320.0
1984-09-06,,,,,8320.0
1984-09-07,,,,,72640.0
1984-09-08,,,,,72640.0
1984-09-09,,,,,72640.0
1984-09-10,,,,,3520.0
1984-09-11,,,,,4800.0
1984-09-12,,,,,8000.0
1984-09-13,,,,,960.0
1984-09-14,,,,,960.0
1984-09-15,,,,,960.0
1984-09-16,,,,,960.0
1984-09-17,,,,,960.0
1984-09-18,,,,,9600.0
1984-09-19,,,,,2240.0
1984-09-20,,,,,4480.0
1984-09-21,,,,,1920.0
1984-09-22,,,,,1920.0
1984-09-23,,,,,1920.0
1984-09-24,,,,,1920.0
1984-09-25,,,,,1920.0
1984-09-26,,,,,1920.0
1984-09-27,,,,,1920.0
1984-09-28,,,,,960.0
1984-09-29,,,,,960.0
1984-09-30,,,,,960.0
1984-10-01,,,,,960.0
1984-10-02,,,,,640.0
1984-10-03,,,,,3200.0
1984-10-04,,,,,10560.0
1984-10-05,,,,,15040.0
1984-10-06,,,,,15040.0
1984-10-07,,,,,15040.0
1984-10-08,,,,,6720.0
1984-10-09,,,,,2240.0
1984-10-10,,,,,16000.0
1984-10-11,,,,,6080.0
1984-10-12,,,,,6080.0
1984-10-13,,,,,6080.0
1984-10-14,,,,,6080.0
1984-10-15,,,,,12480.0
1984-10-16,,,,,34880.0
1984-10-17,,,,,11840.0
1984-10-18,,,,,5440.0
1984-10-19,,,,,13440.0
1984-10-20,,,,,13440.0
1984-10-21,,,,,13440.0
1984-10-22,,,,,13440.0
1984-10-23,,,,,6400.0
1984-10-24,,,,,1280.0
1984-10-25,,,,,7680.0
1984-10-26,,,,,9600.0
1984-10-27,,,,,9600.0
1984-10-28,,,,,9600.0
1984-10-29,,,,,14400.0
1984-10-30,,,,,29440.0
1984-10-31,,,,,6400.0
1984-11-01,,,,,2560.0
1984-11-02,,,,,3520.0
1984-11-03,,,,,3520.0
1984-11-04,,,,,3520.0
1984-11-05,,,,,9920.0
1984-11-06,,,,,9920.0
1984-11-07,,,,,320.0
1984-11-08,,,,,9920.0
1984-11-09,,,,,3840.0
1984-11-10,,,,,3840.0
1984-11-11,,,,,3840.0
1984-11-12,,,,,320.0
1984-11-13,,,,,3200.0
1984-11-14,,,,,3200.0
1984-11-15,,,,,1600.0
1984-11-16,,,,,49920.0
1984-11-17,,,,,49920.0
1984-11-18,,,,,49920.0
1984-11-19,,,,,49920.0
1984-11-20,,,,,640.0
1984-11-21,,,,,8000.0
1984-11-22,,,,,8000.0
1984-11-23,,,,,14400.0
1984-11-24,,,,,14400.0
1984-11-25,,,,,14400.0
1984-11-26,,,,,6400.0
1984-11-27,,,,,17920.0
1984-11-28,,,,,640.0
1984-11-29,,,,,2880.0
1984-11-30,,,,,3200.0
1984-12-01,,,,,3200.0
1984-12-02,,,,,3200.0
1984-12-03,,,,,8000.0
1984-12-04,,,,,3200.0
1984-12-05,,,,,3200.0
1984-12-06,,,,,1280.0
1984-12-07,,,,,2240.0
1984-12-08,,,,,2240.0
1984-12-09,,,,,2240.0
1984-12-10,,,,,3200.0
1984-12-11,,,,,640.0
1984-12-12,,,,,640.0
1984-12-13,,,,,320.0
1984-12-14,,,,,6400.0
1984-12-15,,,,,6400.0
1984-12-16,,,,,6400.0
1984-12-17,,,,,6400.0
1984-12-18,,,,,320.0
1984-12-19,,,,,4480.0
1984-12-20,,,,,11840.0
1984-12-21,,,,,1920.0
1984-12-22,,,,,1920.0
